<DATE>  <OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.09	13717	13804	13647	13694	8689	0	17
2019.04.10	13702	13917	13619	13799	10230	0	17
2019.04.11	13807	13912	13469	13497	11530	0	17
2019.04.12	13522	13789	13387	13744	11073	0	17
2019.04.15	13717	13904	13434	13472	8101	0	20
2019.04.16	13502	14047	13484	13982	8035	0	20
2019.04.17	13984	14052	13854	13952	7429	0	20
2019.04.18	13942	14007	13864	13992	6652	0	20
2019.04.19	13994	14239	13832	14224	7444	0	20
2019.04.22	14192	14194	13692	13797	8733	0	20
2019.04.23	13809	13959	13744	13864	7316	0	20
2019.04.24	13857	13944	13602	13704	8374	0	20
2019.04.25	13727	13794	13407	13477	8030	0	20
2019.04.26	13469	13597	13367	13495	7954	0	20
2019.04.29	13510	13795	13430	13608	7864	0	20
2019.04.30	13618	13708	13535	13654	7253	0	20
2019.05.01	13662	13754	13552	13554	2490	0	20
2019.05.02	13597	13699	13522	13572	4805	0	17
2019.05.03	13582	13814	13512	13782	4641	0	17
2019.05.06	13282	13299	12822	13222	12872	0	20
2019.05.07	13147	13164	12677	12807	15753	0	17
2019.05.08	12769	13002	12647	12737	12787	0	17
2019.05.09	12732	12787	12327	12594	18882	0	17
2019.05.10	12637	13017	12492	12887	23985	0	17
2019.05.13	12604	12837	12342	12357	15376	0	17
2019.05.14	12444	12862	12437	12759	16281	0	17
2019.05.15	12789	13117	12742	12974	15233	0	17
2019.05.16	12939	13169	12817	13084	10858	0	17
2019.05.17	13099	13127	12742	12767	15173	0	17
2019.05.20	12839	12897	12552	12629	14248	0	17
2019.05.21	12682	12964	12654	12782	10882	0	17
2019.05.22	12754	12844	12684	12722	9976	0	17
2019.05.23	12669	12691	12459	12536	10095	0	17
2019.05.24	12567	12747	12537	12577	8269	0	17
2019.05.27	12605	12777	12440	12670	7757	0	17
2019.05.28	12688	12892	12675	12684	7842	0	17
2019.05.29	12687	12989	12629	12829	8748	0	17
2019.05.30	12842	12904	12672	12784	8245	0	17
2019.05.31	12697	12892	12597	12686	11437	0	14
2019.06.03	12708	12908	12688	12851	9194	0	17
2019.06.04	12840	12855	12630	12818	6418	0	17
2019.06.05	12830	12865	12680	12725	6495	0	17
2019.06.06	12730	12750	12576	12685	6492	0	14
2019.06.07	12675	12857	12665	12802	2443	0	14
2019.06.10	12780	12910	12667	12887	5913	0	14
2019.06.11	12871	13199	12839	13114	6202	0	14
2019.06.12	13104	13119	12987	13010	5277	0	14
2019.06.13	13030	13095	12887	13042	6603	0	21
2019.06.14	13037	13112	12875	12897	6940	0	18
2019.06.17	12935	13100	12890	13005	6540	0	18
2019.06.18	13020	13338	12940	13296	8083	0	18
2019.06.19	13212	13402	13207	13264	7661	0	18
2019.06.20	13309	13757	13239	13717	8427	0	18
2019.06.21	13709	13732	13537	13549	7157	0	18
2019.06.24	13582	13699	13512	13672	6432	0	18
2019.06.25	13679	13702	13287	13382	8305	0	18
2019.06.26	13397	13566	13360	13451	6333	0	21
2019.06.27	13442	13682	13442	13596	6448	0	18
2019.06.28	13575	13641	13470	13636	5903	0	18
2019.07.01	13841	14068	13811	13963	6164	0	18
2019.07.02	13976	13986	13891	13933	4627	0	18
2019.07.03	13908	13921	13733	13858	5338	0	18
2019.07.04	13858	13881	13681	13763	4690	0	18
2019.07.05	13741	13858	13671	13718	5709	0	18
2019.07.08	13699	13739	13434	13588	6567	0	18
2019.07.09	13576	13576	13428	13508	5393	0	18
2019.07.10	13521	13588	13428	13548	5699	0	18
2019.07.11	13544	13676	13391	13439	5770	0	21
2019.07.12	13434	13636	13429	13504	5884	0	18
2019.07.15	13519	13654	13304	13566	7322	0	18
2019.07.16	13561	13586	13428	13433	5580	0	18
2019.07.17	13431	13501	13368	13381	5232	0	18
2019.07.18	13370	13425	13332	13407	5780	0	21
2019.07.19	13440	13590	13432	13472	6008	0	21
2019.07.22	13496	13608	13449	13486	7316	0	21
2019.07.23	13517	13547	13442	13520	5089	0	21
2019.07.24	13518	13680	13518	13573	5286	0	21
2019.07.25	13584	13721	13549	13629	5941	0	21
2019.07.26	13634	13763	13601	13723	4160	0	21
2019.07.29	13691	13763	13668	13746	3896	0	21
2019.07.30	13751	13871	13618	13676	5259	0	21
2019.07.31	13686	13718	13421	13516	5975	0	21
2019.08.01	13518	13608	13048	13071	10813	0	21
2019.08.02	13075	13326	13075	13126	10117	0	21
2019.08.05	13151	13196	12683	12738	10868	0	21
2019.08.06	12627	12996	12627	12951	11469	0	21
2019.08.07	12973	12993	12733	12953	9579	0	21
2019.08.08	12951	13146	12896	13138	7023	0	21
2019.08.09	13117	13137	12911	12996	6535	0	21
2019.08.12	12971	13244	12966	13066	7854	0	21
2019.08.13	13081	13386	13056	13331	9305	0	21
2019.08.14	13321	13321	12976	12978	9673	0	21
2019.08.15	12981	13198	12936	13143	12709	0	21
2019.08.16	13186	13318	13103	13291	7175	0	21
2019.08.19	13351	13478	13246	13403	7516	0	21
2019.08.20	13403	13493	13373	13393	6070	0	21
2019.08.21	13411	13538	13403	13528	4871	0	21
2019.08.22	13506	13518	13408	13471	5552	0	21
2019.08.23	13476	13663	13371	13391	10280	0	21
2019.08.26	13348	13516	13306	13488	9285	0	21
2019.08.27	13468	13648	13461	13498	7781	0	21
2019.08.28	13526	13586	13391	13483	5879	0	21
2019.08.29	13463	13586	13311	13546	6229	0	21
2019.08.30	13561	13601	13388	13521	6168	0	21
2019.09.02	13503	13641	13473	13578	4643	0	21
2019.09.03	13591	13623	13536	13603	5902	0	21
2019.09.04	13578	13758	13578	13743	6572	0	21
2019.09.05	13766	14016	13751	13903	5828	0	21
2019.09.06	13941	14058	13838	13988	6179	0	21
2019.09.09	14026	14048	13908	13946	4658	0	21
2019.09.10	13953	14008	13811	13901	4768	0	21
2019.09.11	13908	13916	13726	13813	5524	0	21
2019.09.12	13891	14011	13826	13958	6675	0	21
2019.09.13	13971	14066	13913	14056	2715	0	21
2019.09.16	14001	14001	13831	13861	4878	0	15
2019.09.17	13868	13883	13630	13735	5212	0	21
2019.09.18	13730	13843	13698	13790	4447	0	21
2019.09.19	13810	13863	13735	13795	4311	0	21
2019.09.20	13795	13871	13648	13686	4853	0	21
2019.09.23	13736	13793	13603	13676	4717	0	21
2019.09.24	13691	13811	13626	13681	5581	0	21
2019.09.25	13671	13753	13636	13733	5669	0	21
2019.09.26	13738	13806	13661	13681	4986	0	21
2019.09.27	13683	13713	13458	13503	6295	0	21
2019.09.30	13573	13698	13496	13548	5602	0	21
2019.10.01	13573	13608	13461	13466	2620	0	21
2019.10.02	13481	13556	13383	13406	4685	0	21
2019.10.03	13383	13513	13373	13508	4993	0	21
2019.10.04	13488	13511	13381	13501	4542	0	21
2019.10.07	13471	13528	13416	13471	2279	0	21
2019.10.08	13498	13768	13498	13538	7278	0	21
2019.10.09	13568	13823	13551	13738	5670	0	21
2019.10.10	13671	13868	13618	13856	6934	0	21
2019.10.11	13858	14093	13788	14036	7518	0	21
2019.10.14	14043	14223	13978	14061	6357	0	21
2019.10.15	14083	14183	14071	14143	4556	0	21
2019.10.16	14126	14248	14016	14071	5587	0	21
2019.10.17	14058	14131	14041	14106	4643	0	18
2019.10.18	14098	14176	13796	13841	6310	0	21
2019.10.21	13871	13991	13821	13978	5100	0	21
2019.10.22	13988	14026	13873	13956	4533	0	21
2019.10.23	13943	13981	13823	13941	4709	0	18
2019.10.24	13938	13988	13831	13891	5219	0	18
2019.10.25	13898	13958	13756	13948	4992	0	21
2019.10.28	13958	14011	13873	13991	4401	0	21
2019.10.29	13993	14023	13921	13936	3484	0	21
2019.10.30	13941	13978	13783	13873	4725	0	21
2019.10.31	13891	13941	13821	13853	5266	0	21
2019.11.01	13863	14226	13846	14223	5185	0	21
2019.11.04	14213	14331	14198	14293	4022	0	21
2019.11.05	14296	14456	14223	14313	5793	0	21
2019.11.06	14306	14328	14233	14271	4921	0	21
2019.11.07	14273	14396	14211	14338	6192	0	21
2019.11.08	14331	14366	14191	14246	5080	0	21
2019.11.11	14221	14226	13953	14073	5272	0	21
2019.11.12	14066	14083	13886	13926	4810	0	21
2019.11.13	13936	13983	13883	13963	5216	0	21
2019.11.14	13965	14013	13910	13978	4692	0	21
2019.11.15	14015	14043	13888	13923	4318	0	21
2019.11.18	13896	14041	13866	13968	4802	0	21
2019.11.19	13968	14131	13958	14053	3872	0	21
2019.11.20	14051	14068	13881	13923	4460	0	18
2019.11.21	13891	13896	13778	13868	6934	0	21
2019.11.22	13878	13933	13621	13663	6926	0	18
2019.11.25	13723	13842	13703	13834	3705	0	21
2019.11.26	13847	13932	13768	13801	4671	0	18
2019.11.27	13816	13871	13748	13856	3666	0	21
2019.11.28	13818	13848	13688	13703	3085	0	21
2019.11.29	13706	13723	13483	13591	4488	0	21
2019.12.02	13611	13643	13518	13541	4052	0	21
2019.12.03	13551	13666	13478	13581	4984	0	21
2019.12.04	13573	13753	13543	13713	4269	0	21
2019.12.05	13706	13766	13663	13753	4058	0	21
2019.12.06	13751	13868	13751	13843	3348	0	21
2019.12.09	13833	13856	13726	13726	3109	0	21
2019.12.10	13726	13813	13708	13808	3403	0	21
2019.12.11	13806	13858	13748	13851	3080	0	21
2019.12.12	13833	13916	13761	13888	4324	0	21
2019.12.13	13941	14141	13911	14013	5988	0	18
2019.12.16	14026	14106	13968	14078	3045	0	21
2019.12.17	14066	14326	14026	14238	4140	0	21
2019.12.18	14218	14301	14188	14246	3197	0	21
2019.12.19	14248	14271	14168	14208	2413	0	21
2019.12.20	14208	14276	14173	14243	3278	0	21
2019.12.23	14246	14248	14023	14043	3942	0	21
2019.12.24	14053	14101	13946	14068	2153	0	21
2019.12.26	14131	14168	14126	14153	423	0	21
2019.12.27	14163	14298	14133	14163	4167	0	21
2019.12.30	14166	14366	14111	14286	4857	0	21
2019.12.31	14293	14396	14276	14358	2817	0	21
2020.01.02	14521	14626	14521	14623	1104	0	21
2020.01.03	14626	14628	14351	14446	5348	0	21
2020.01.06	14401	14481	14228	14376	5745	0	21
2020.01.07	14386	14476	14361	14393	4924	0	21
2020.01.08	14306	14441	14226	14426	6230	0	21
2020.01.09	14391	14463	14368	14446	4057	0	21
2020.01.10	14456	14488	14391	14418	3951	0	21
2020.01.13	14436	14661	14413	14651	4396	0	21
2020.01.14	14653	14678	14491	14561	4998	0	21
2020.01.15	14526	14588	14403	14451	4212	0	21
2020.01.16	14463	14478	14336	14428	3916	0	21
2020.01.17	14436	14496	14346	14446	3888	0	21
2020.01.20	14443	14476	14353	14380	4044	0	21
2020.01.21	14375	14380	14006	14061	6173	0	21
2020.01.22	14084	14217	13914	14032	6700	0	21
2020.01.23	14017	14054	13621	13816	10595	0	21
2020.01.24	13803	13893	13593	13646	4230	0	21
2020.01.27	13386	13391	12671	12971	10990	0	18
2020.01.28	12981	13116	12808	12981	7333	0	21
2020.01.29	12958	13286	12948	13063	6237	0	21
2020.01.30	13076	13146	12688	12876	9395	0	21
2020.01.31	12926	13051	12653	12686	7634	0	21
2020.02.03	12761	12946	12528	12716	12667	0	18
2020.02.04	12706	13381	12703	13348	9688	0	18
2020.02.05	13251	13573	13128	13416	11115	0	21
2020.02.06	13398	13558	13276	13286	9897	0	21
2020.02.07	13266	13421	13208	13218	8232	0	21
2020.02.10	13196	13441	13193	13381	7911	0	21
2020.02.11	13413	13663	13381	13588	6426	0	18
2020.02.12	13583	13686	13526	13681	5340	0	21
2020.02.13	13606	13686	13418	13455	7295	0	18
2020.02.14	13478	13660	13468	13545	5376	0	21
2020.02.17	13588	13858	13575	13813	4388	0	21
2020.02.18	13760	13773	13638	13659	5923	0	21
2020.02.19	13706	13821	13669	13751	4802	0	21
2020.02.20	13791	14026	13733	13843	8459	0	21
2020.02.21	13848	14026	13841	13921	7773	0	21
2020.02.24	13798	13876	13391	13498	12417	0	21
2020.02.25	13546	13691	13431	13443	14534	0	21
2020.02.26	13501	13783	13463	13641	14642	0	21
2020.02.27	13623	13851	13493	13593	17686	0	21
2020.02.28	13566	13596	13013	13268	25423	0	21
2020.03.02	13326	13768	13321	13733	19186	0	21
2020.03.03	13791	13903	13656	13736	19335	0	21
2020.03.04	13796	13938	13698	13918	13003	0	21
2020.03.05	13891	14241	13871	14063	13272	0	21
2020.03.06	14096	14118	13606	13621	14701	0	21
2020.03.09	13571	13611	12946	13356	16739	0	21
2020.03.10	13426	14001	13366	13943	17699	0	21
2020.03.11	13856	13888	13501	13558	15887	0	21
2020.03.12	13563	13583	12686	12758	18125	0	21
2020.03.13	12758	13638	12521	13451	21860	0	21
2020.03.16	13013	13096	11793	12018	20126	0	21
2020.03.17	12306	12813	12153	12593	22725	0	21
2020.03.18	12476	12671	11841	12051	18685	0	21
2020.03.19	12113	12343	11558	12106	20915	0	21
2020.03.20	12133	12556	11868	11901	18161	0	21
2020.03.23	11841	12281	11766	11993	18119	0	21
2020.03.24	12141	12576	12101	12571	11415	0	21
2020.03.25	12543	12821	12536	12711	12032	0	21
2020.03.26	12666	12923	12518	12916	10760	0	21
2020.03.27	12848	12868	12376	12418	9913	0	21
2020.03.30	12448	12718	12408	12711	10105	0	21
2020.03.31	12728	12791	12508	12536	9257	0	21
2020.04.01	12556	12776	12378	12411	8245	0	21
2020.04.02	12476	12791	12411	12746	9268	0	21
2020.04.03	12698	12808	12623	12686	8850	0	21
2020.04.06	12886	13041	12728	12998	9066	0	21
2020.04.07	13013	13151	12743	12766	11469	0	21
2020.04.08	12788	12916	12786	12883	9365	0	21
2020.04.09	12921	12931	12756	12823	9064	0	21
2020.04.10	12851	13006	12801	12846	2960	0	21
2020.04.13	12823	12873	12741	12816	4822	0	21
2020.04.14	12833	13036	12831	13006	5715	0	21
2020.04.15	13011	13056	12751	12796	6169	0	21
2020.04.16	12798	12968	12798	12881	6237	0	21
2020.04.17	13033	13191	12991	13086	6685	0	21
2020.04.20	13086	13166	13026	13076	5754	0	21
2020.04.21	13093	13136	12833	12866	7307	0	21
2020.04.22	12871	13168	12853	13113	5433	0	21
2020.04.23	13121	13208	13073	13091	6165	0	21
2020.04.24	13083	13098	12993	13081	5110	0	21
2020.04.27	13103	13263	13073	13228	4545	0	21
2020.04.28	13238	13378	13066	13311	6486	0	21
2020.04.29	13313	13453	13273	13446	5795	0	21
2020.04.30	13443	13611	13123	13143	7557	0	21
2020.05.01	13178	13178	12826	12831	5188	0	21
2020.05.04	12833	12993	12803	12876	6186	0	21
2020.05.05	12928	13078	12893	13028	5092	0	21
2020.05.06	13013	13416	12986	13306	7088	0	21
2020.05.07	13318	13481	13313	13426	5690	0	21
2020.05.08	13447	13595	13412	13572	5905	0	21
2020.05.11	13585	13692	13408	13491	6457	0	21
2020.05.12	13471	13583	13428	13433	6380	0	21
2020.05.13	13448	13548	13373	13431	7290	0	21
2020.05.14	13418	13481	13296	13466	7762	0	21
2020.05.15	13462	13465	13190	13232	7844	0	21
2020.05.18	13257	13591	13257	13553	6898	0	21
2020.05.19	13536	13553	13403	13423	6399	0	21
2020.05.20	13436	13573	13428	13526	5623	0	21
2020.05.21	13523	13543	13308	13353	6563	0	21
2020.05.22	13356	13378	13051	13141	8381	0	21
2020.05.25	13122	13228	13002	13196	5564	0	21
2020.05.26	13208	13331	13198	13253	5642	0	21
2020.05.27	13228	13356	13121	13199	7197	0	21
2020.05.28	13210	13405	13152	13230	9384	0	21
2020.05.29	13178	13306	13103	13288	9859	0	21
2020.06.01	13313	13621	13303	13561	8319	0	21
2020.06.02	13554	13776	13529	13739	7785	0	21
2020.06.03	13759	13876	13671	13831	6924	0	21
2020.06.04	13812	13825	13635	13672	7558	0	21
2020.06.05	13682	13873	13630	13816	7804	0	21
2020.06.08	13821	13943	13778	13878	6965	0	21
2020.06.09	13876	13963	13808	13873	6762	0	21
2020.06.10	13873	13923	13781	13831	7216	0	21
2020.06.11	13798	13818	13473	13486	9609	0	21
2020.06.12	13491	13741	13476	13673	10604	0	21
2020.06.15	13616	13621	13386	13581	10750	0	21
2020.06.16	13611	13723	13541	13596	9208	0	21
2020.06.17	13633	13666	13543	13641	7105	0	21
2020.06.18	13611	13771	13514	13729	6336	0	21
2020.06.19	13716	13953	13696	13750	6792	0	21
2020.06.22	13778	13915	13767	13872	5605	0	21
2020.06.23	13867	13936	13670	13891	6198	0	21
2020.06.24	13868	13956	13798	13853	7247	0	21
2020.06.25	13856	13883	13713	13833	5366	0	21
2020.06.26	13836	13908	13813	13846	4872	0	21
2020.06.29	13817	13925	13685	13832	9546	0	18
2020.06.30	13797	13912	13785	13845	8485	0	18
2020.07.01	13855	14322	13850	14232	8560	0	18
2020.07.02	14235	14700	14207	14672	10644	0	16
2020.07.03	14636	14960	14630	14910	9439	0	18
2020.07.06	15130	16380	15127	16378	16316	0	0
2020.07.07	16322	16404	15888	16073	20685	0	18
2020.07.08	16118	16371	15966	16331	18470	0	18
2020.07.09	16301	16334	16064	16212	19590	0	18
2020.07.10	16044	16114	15682	15832	17574	0	18
2020.07.13	15886	16184	15746	15876	17889	0	18
2020.07.14	15892	16032	15610	15915	23320	0	16
2020.07.15	15907	15924	15619	15707	19691	0	18
2020.07.16	15687	15734	14859	15039	23057	0	17
2020.07.17	15051	15264	14946	15154	18726	0	16
2020.07.20	15196	15541	15049	15526	18736	0	18
2020.07.21	15557	15604	15377	15419	16555	0	18
2020.07.22	15439	15818	15260	15395	21039	0	18
2020.07.23	15381	15538	15158	15323	22276	0	15
2020.07.24	15339	15369	14739	14944	22491	0	17
2020.07.27	14955	15032	14765	14932	17018	0	16
2020.07.28	14945	15145	14924	14952	15922	0	18
2020.07.29	14952	15310	14941	15296	14572	0	18
2020.07.30	15279	15354	15015	15136	16197	0	18
2020.07.31	15159	15444	14999	15144	17348	0	17
2020.08.03	15193	15427	15193	15383	14763	0	16
2020.08.04	15395	15549	15294	15469	14448	0	18
2020.08.05	15442	15454	15184	15331	13861	0	18
2020.08.06	15335	15439	15082	15347	15985	0	18
2020.08.07	15337	15354	14954	15136	19084	0	17
2020.08.10	15149	15352	14978	15260	15690	0	17
2020.08.11	15282	15547	15115	15162	15455	0	18
2020.08.12	15193	15268	14981	15241	17229	0	18
2020.08.13	15188	15263	15029	15133	14025	0	18
2020.08.14	15143	15402	15075	15322	13988	0	18
2020.08.17	15342	15835	15315	15727	12560	0	18
2020.08.18	15719	15729	15559	15614	10506	0	18
2020.08.19	15599	15678	15348	15383	12772	0	18
2020.08.20	15410	15413	15158	15332	13546	0	18
2020.08.21	15339	15435	15245	15330	12198	0	18
2020.08.24	15348	15546	15339	15407	12165	0	18
2020.08.25	15450	15615	15447	15542	12629	0	18
2020.08.26	15557	15617	15312	15374	12557	0	18
2020.08.27	15388	15429	15251	15366	10965	0	18
2020.08.28	15371	15833	15361	15791	13059	0	18
2020.08.31	15829	16010	15527	15576	14524	0	18
2020.09.01	15606	15754	15594	15734	12899	0	18
2020.09.02	15753	15803	15541	15728	13339	0	18
2020.09.03	15725	15845	15485	15525	17877	0	18
2020.09.04	15522	15552	15335	15475	21513	0	18
2020.09.07	15476	15574	15158	15298	11632	0	18
2020.09.08	15341	15438	15218	15270	19550	0	16
2020.09.09	15262	15300	15035	15248	17097	0	18
2020.09.10	15299	15342	15112	15115	16962	0	18
2020.09.11	15152	15334	15124	15242	15751	0	18
2020.09.14	15320	15435	15295	15405	10519	0	18
2020.09.15	15394	15584	15357	15557	10609	0	18
2020.09.16	15541	15557	15324	15364	10849	0	18
2020.09.17	15336	15384	15164	15266	13248	0	18
2020.09.18	15260	15646	15226	15563	13323	0	18
2020.09.21	15607	15704	15319	15476	15362	0	18
2020.09.22	15460	15520	15222	15320	14397	0	18
2020.09.23	15342	15359	15164	15187	13565	0	16
2020.09.24	15171	15224	15001	15048	17594	0	18
2020.09.25	15063	15161	14929	15076	19564	0	18
2020.09.28	15080	15290	15067	15263	14538	0	16
2020.09.29	15303	15334	15136	15259	13202	0	18
2020.09.30	15235	15390	15095	15225	17596	0	18
2020.10.01	15246	15442	15246	15398	9444	0	18
2020.10.02	15360	15362	14997	15232	10147	0	17
2020.10.05	15290	15342	15161	15331	14630	0	18
2020.10.06	15329	15431	15310	15362	17409	0	18
2020.10.07	15350	15501	15330	15493	13482	0	18
2020.10.08	15491	15539	15417	15529	11547	0	19
2020.10.09	15519	15549	15380	15489	16774	0	18
2020.10.12	15498	15958	15483	15922	19775	0	16
2020.10.13	15886	16002	15817	15979	13077	0	17
2020.10.14	15963	15966	15814	15824	17132	0	18
2020.10.15	15825	16011	15777	15846	19131	0	18
2020.10.16	15858	16067	15836	15942	17758	0	17
